,id,deviceid,userid,created,devicetoken,applicationid,devicechannel,devicetype
0,5307112,APA91bEqQVhVLK1si_0BAvKQ5Xmk3lBSV1khdB3yJYcgRcgi2A01cxoe7hffqSX1qy6aHNkkF3AS1Mj3OMmBU-KOmlgQqoSJNHUtmKgMv_ZxfTTgRpzhVemPBnAdfksiFarTSEOnxLtDYknQzWSd2KXviSU5qJF9eWts4d-51QegacvAx-Jx81E,48254903,2016-09-06 13:57:24.464548,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
1,5308338,045BEA92-0C1D-41A4-AF5A-89B534008F40,48254904,2016-09-06 15:50:30.977549,E640E9D3FE40093F9B771A677F699645B740D582286F497B864E9F16365DD73D,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
2,5250237,94B424D3-32C8-4C74-B990-81C7C44593A9,48254909,2016-08-27 00:17:25.786838,31142CE8E57FBDDDFEE205DAA740A0FBA177DB05D42256827A7E8438F15F632F,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
3,5320272,428208D8-5581-4787-B3C7-23912BC2FC34,48254912,2016-09-07 21:58:37.241621,1FB347A7978541B148D2AF7CA9877FAD41C0E22414D480651FDA3D4A22473448,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
4,5234475,5530DABE-A24E-4610-BB95-51A08639C236,48254914,2016-08-23 19:59:36.422842,DD626F13C829EA768D146D3E7F8D29DC8A459BB2A2DA24E77A1D84544E5EADBB,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
5,5234570,7AB4CAC8-CE3E-44DC-90B2-1A41160D0DE5,48254915,2016-08-23 20:09:53.272751,AFF78808550047A4935696B5A04C7A1D19332BD15EBF6389261D7929F0D271E0,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
6,5314967,69A9A95D-9CE5-4DF1-A7DC-179311C7775E,48254916,2016-09-07 13:12:50.881579,5E354D15AF4AEF9F590315348FB2468391F91DEC94CA2A04E64BEF5540957F02,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
7,5318116,BA45DD77-8BC0-4967-BA32-1B3F3BA2583B,48254918,2016-09-07 18:30:24.464790,E6E6C46334FF2A6FAFF9CA69F481A8C8195176944853C70BF3F9F0F7ADCD45D9,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
8,5234519,B636C427-485B-491D-A053-8701AAC086F0,48254919,2016-08-23 20:04:37.232738,A78FA293682C6F956AE5EA8B4E35A5BF777A3AC4DC0C2F25BC82E45CC08C5B54,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
9,5234426,8C8EE034-1009-4491-819E-CAD3007840B9,48254921,2016-08-23 19:55:39.941025,5D9F7F6D5562E1CD6E45F5BFD782339C357F3BE676F2E7CA79DB6C654DE92CF2,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
10,5235170,F6BB3D2A-95C7-4369-8ACA-54765298B80F,48254922,2016-08-23 21:51:28.396025,1D5B806E3E782E92901844FED17FCD688153899A5E20AB680A40AD3A6EB42BC6,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
11,5234454,120A5CB1-81AB-40B6-AAAA-16D511FCD986,48254923,2016-08-23 19:57:55.874753,CE313C03133F369B4CA941B98FE7A257DBEFF977C66FD1655D90D507E7926E21,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
12,5321172,B8BF5EFD-D0D3-4167-8C1C-6B8D9FDE2333,48254925,2016-09-08 00:27:28.987790,89779321A00A74C72CF08CFCCDD9A1457B3A979C06703C4C206640DD0C029FCA,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
13,5308459,AC09626B-F5D2-4304-AC80-C77F10ECA164,48254925,2016-09-06 16:01:46.093855,89779321A00A74C72CF08CFCCDD9A1457B3A979C06703C4C206640DD0C029FCA,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
14,5234592,D5757BC0-6D47-435D-8A45-E5DE696FB21F,48254926,2016-08-23 20:12:02.138836,E6A0FEF73779F52BE5C560E11CF9B04CE224FD44987C3C2E1F5CE95EBA408576,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
15,5308095,352F38B1-D41A-4432-A70C-0049D649BA47,48254927,2016-09-06 15:25:56.120854,23CBBC06C994242C76F31292724B2EE8D2BA23B81C730EFA56D26A11DC7E8328,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
16,5317060,APA91bG7492cTkuiSaD57t7Aht0WMuG7qnvKk7pTgnU4i67V_QSfNdjCqKE-T9NNcevaxMoP-QXEpE9w920lmEmunhbm8Oc9JKk4tzatVw8-cx5Npce2rqvdbPEu5jW8nyH2KCg0ySjw3f0YvgFBU1GYN4bcsiVmdBQ-LFq9kEHhq17L7Y41hm4,48254929,2016-09-07 16:49:15.458654,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
17,5318417,4BA568F5-C784-4789-A074-4DFCF10F2D5A,48254930,2016-09-07 18:52:39.570622,C0BF5DB53F7E3C873AE390351FBE8184FBFE2E5E21E720820706DB4409A1B98E,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
18,5315884,762D9087-E787-4D0E-B4CB-8DBE85A4D275,48254931,2016-09-07 15:12:47.521630,12F81AD5582A232FAEBCE37FAEDD4AC0D53313BBC8351ED96CA5741EAF03FED8,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
19,5315870,4B414216-0C68-4768-9863-2A88165ACD32,48254931,2016-09-07 15:10:45.120621,F6859C78F00856524B34BFC118F2E6B00DF684D74C48DE6365D38F24B2153567,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
20,5311371,9602E4C2-B518-44C7-9A7F-FDB7595D576A,48254932,2016-09-06 22:00:50.419567,18ECF8E17E944A00A384F2CBB584454D75032751CE903AD5B6E5D97ED4F7BCCE,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
21,5275450,B006881B-B1D0-4AFA-A387-F7D909A14E28,48254932,2016-08-31 17:34:52.683749,F51D97C58729C08826D7DAAEE69461BFF7CB5F6669B819546447266DA406429D,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
22,5275389,12399AE6-06D8-426D-BB50-15F6C59FCC1B,48254932,2016-08-31 17:22:28.891765,BC580F6594ABE2859A4D6B459F37D643F40C930B8FF657AD127B62390D31C272,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
23,5275092,BCA69EED-BC90-4E2F-A3A7-FDD7C0187ECB,48254932,2016-08-31 16:24:27.841688,F1F40E2D642658FAE760B9447304463B91CE5FC9C43E90559DDA1CCFB45A2EAE,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
24,5270745,270F0B19-540C-4C6D-9212-7D50947A1ACD,48254934,2016-08-30 21:19:37.255549,E9DF2A2A128467B35B46A87B1C17BA8C3C0952EC1A593831FBCC88C6B0AA0F07,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
25,5235047,C6F3BA5B-4780-4CFC-B918-CD8BADE5870B,48254934,2016-08-23 21:29:00.929737,DDF4EBE396D8808EF5782A2783E07A50EDD01D87E9444DD54E7B504BE8946522,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
26,5241143,A3A2D800-016C-49D6-8CD0-1B0D172CE61F,48254938,2016-08-25 02:13:50.381723,03B7BEDA824807981FE8847F6E4813B0A9DE5C985D5F616FACAA610BE45FD7FC,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
27,5234624,0C40714A-C82E-4A5A-8844-A9DD13843985,48254940,2016-08-23 20:16:21.712734,E45353EDF41E80E7B4820B147153D3C7BC98924F21EC1E614A25801A274A7D2F,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
28,5308188,9F64C9E0-7A72-476E-9D57-40E4E8EF542A,48254943,2016-09-06 15:35:15.434548,193213E476C882681F4677B24D2E7FFB27B3314F19FDDF5DD5C3AABF86F86EA8,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
29,5234768,APA91bEmmM_YfrlupjYFxyZVSf3yytjyJE62bZNa9HefS9JB8aQvB53KIT1-MYosHnDvwT0hRGnPh-a06qZT5rjSoZYVFYl-K9-Z7ldHd1LOumZCHO64uuH2vWAkQRfla83UNQwFFvWepWJtpwLQzAuE2XJNWOayswN1WuuXTCStImlWJzeHP_c,48254946,2016-08-23 20:39:06.632766,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
30,5329468,9F2E4D80-0055-4425-A303-11C024B38320,48254947,2016-09-09 01:46:51.492621,7D2E3437AE56261EB0AAD85B4A0C8591AF6282ACFEA04E19C260FB13F39755CA,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
31,5296220,93713C54-15F7-4CFC-BB27-CEBAC40E0097,48254947,2016-09-03 17:02:40.118453,7D2E3437AE56261EB0AAD85B4A0C8591AF6282ACFEA04E19C260FB13F39755CA,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
32,5296191,3DD570C9-D08D-48BC-9214-259C1AD73D7D,48254947,2016-09-03 16:56:10.364604,8F58B51E71DC224ED1D33D362D90E2D653E4C67FC19B91048B78EF8FEE379458,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
33,5234615,B491E6F6-7268-40F6-8856-9D8ED2751B19,48254949,2016-08-23 20:15:18.483027,69EF00D3873DB0B36D1D185A0D9C4B518873C66479E4E84A2208E35C3D316730,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
34,5309422,048DF055-EF5C-45DA-9BEB-B315BC6087BD,48254952,2016-09-06 17:50:08.459654,DB468821A6ED4A830F7350D37E78A81D09618841754D41EBE1CBF4DC1951840C,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
35,5234391,APA91bFKrRFnaoZGWqN0inOROhgJ2xEmRKBO6qZxpvYJN1aLSYDatOdwNHENPPzotztgglxzd2yzy4F28K3pft6XFrvL9GijGVXZD8_MMX9tDovSi90rOyhLhxX1YpV1hOLGSWkQwW5DXlmstGk-LSNk-QfzUrS79vQZSJcVc_ac5sSw2nOx9OQ,48254953,2016-08-23 19:52:39.086848,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
36,5248269,APA91bH1C11Z4bBU-fFOsTB5ROH2g2GMencKTNMczP34YzCaUJq99sOVDJrrUs_1bNsSXgIA1Cbn8ybpT4ZBmjVX_qAX-lyv0cz2imI6YQFjuHCN9NOTfHwJtt5IrjFhPYhC9oSxgF1fWoNfo0sO93tQLpOMKsdz9NJ-8DtQYrLh2BHk8rbQZwQ,48254954,2016-08-26 17:12:20.921702,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
37,5307533,805367DD-597E-46D5-B740-ACF4E15356C3,48254955,2016-09-06 14:33:38.341789,FA4153047CA2D639F058D6D41E03CB930D5D28B4FF899393F0AA5451988DD737,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
38,5308192,APA91bG2qmd1O499MlD8s7tO3wWaLA_aGI1hsMjsM17aS5CziqCtvjhEiacEMPeriZTxne1vMVRn3m18TpFHZcWBcHdi2UJjPHfUi6GzXEkN7Gu1GKPbNMoVO2NhWia3ufcINvjxZ-pNeWYyqRfbCUSdGahpoxkd33BBX3oeDcp2RW7Chopfxgk,48254956,2016-09-06 15:35:44.073855,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
39,5234429,CCF7E238-0BEA-463F-A177-08FDAC408507,48254957,2016-08-23 19:55:55.420011,5C513D07D504C72BB5839690CC805C2574D65600CBED640160978B7061B16187,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
40,5234692,4EA5C63F-664C-45C4-A81F-6D696BF6F86D,48254959,2016-08-23 20:25:40.919723,568A70E4907D76321978B338999B5C3C1BA5B3F816304875EF19767ECB668E22,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
41,5243537,AD199744-937F-4872-918B-792EF5C4CE1C,48254961,2016-08-25 16:46:01.815733,91216251A436AFD62BB28464BD0F44419B70AC1B985E263387DC25BF5EA1B04B,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
42,5307518,A7E3E0A0-B3BB-4635-A9D9-1E08847482DE,48254962,2016-09-06 14:31:52.735854,69A92E4C98FCF79BB0309F549011C7952897806F9E064F99FC5BD20A47407BFC,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
43,5315042,BC0AE3CA-C72F-4227-AD5A-D6C0E8DDFC88,48254963,2016-09-07 13:24:29.873622,B9EFD1DD25060DA233C1828331EF43EDAF0BEA794CE4F475B7FC1EFC69E55A1D,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
44,5234834,601756F5-7B71-4EDE-9CAB-4152CEFB429E,48254963,2016-08-23 20:50:08.714846,590E84848AF57121E7E894003B75138C775DF048976A7F9CC82FAFAA6C6E20F1,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
45,5320222,F74561C8-E96C-44F0-BC50-FA4694A3512F,48254966,2016-09-07 21:53:21.668545,6E8FACDBD7D3D15BB8CB78657AFBE64D950C078C596A1E8DC7DBCC442436D2C9,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
46,5320207,8D7EFF75-DBE7-46C3-A690-E5ED5DDF70B5,48254966,2016-09-07 21:52:00.577563,C49985A39A34AF065B17A6F8CD81B61590CE52E43E5B2E796BCEC590B7195CEA,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
47,5307878,2EEA21FB-C5F6-4A39-8F42-C22FA315C3EC,48254969,2016-09-06 15:05:33.070546,655877BCE35EDE36FBDEA93D03968006F70214AE3F29E7615721536CD8C00715,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
48,5235116,02B3CD7D-8940-4343-B5F4-636B81E9D78F,48254970,2016-08-23 21:40:36.717754,72F53730A7405343EECE2F5044D470AB66B2F6E7D3905E3CE7A2E09FC684B2AD,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
49,5314854,2D70653B-AF63-4BBC-BEFD-8DC615B2BBEE,48254973,2016-09-07 12:55:42.571789,3F92BF503E395F38D9C8CC244E55450B360B90B2CA989A6763FC7D41768BAD73,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
50,5304936,APA91bHEpJ0iDgvufv3mOZraeThK1yLYzKG9siotweqiFcCvoyAwBTG2foaOje42uPReac9-nHp7eGf4C2hAB0gJRGP-KZ9UtYr1wTAxCHRjZGS77E8hwm0vi076a843y1dwlf7unenj98lVh1bVKlT1KWYb9LCfeClG_e8Ko7busV3kAg0YdKg,48254974,2016-09-06 01:43:10.821566,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
51,5304934,APA91bFWzJlBthFdW_fmhd4-jAWGWryqlttvmzLWBpB43wSpYU4jOQ-akawTWRuqHYhrjwkMGGidPPYYEY0YgxLXn8Xls8m3Xfr5bveDQm5S8JUzBchzbdH8d06dcEsd1GlzVTSKawJNLJDztW950wWUwtUkrTWJ4vxBTIVe_-uubgiQ8RLg7Tw,48254974,2016-09-06 01:42:18.432621,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
52,5307837,735C3810-84BE-4A7B-9EE1-A364E95F143A,48254975,2016-09-06 15:02:09.069562,EE3E2DBC45CF7617D38AF920137792EF48F81210EE680B517A731797831584B7,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
53,5267504,3AF168A5-DE92-4771-B550-3B57262BC8A6,48254978,2016-08-30 11:37:16.015552,48C10DE3738F5409C7FEA7C32958913074F8F56564783AEC9BE0663740D1A3A9,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
54,5307347,6A2B4D31-4621-4624-9A43-1DFEB955B04D,48254979,2016-09-06 14:15:48.513554,94B0B626D5373058D57603E88E457241968AED0F80BC4E17BEE419E6CD767809,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
55,5274335,E65E2CA5-8115-4553-8215-833F945E6103,48254980,2016-08-31 14:28:34.310875,8469DA3F44E203500E54F43BD2305F08C0F5007A66108F040C5593F2493F761E,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
56,5316354,APA91bF4K1FJ1wXayYviM_pZFyFqT8fDa9x6qMQv1plHsr2HnCugpUjWK7cWx67vIEvhJO3yJGg2wI1f9fB0o5RKMeZUp7vZGPF2iSig9F0WES6modAaj-AALgi_7OT5BFYg0G4GP4_wY1TEkNch_DaGf7tv5jHuVkUM0Ak5NUeA5iEQAc_hYc8,48254981,2016-09-07 15:52:39.924790,,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,3
57,5306577,328DC794-2D68-4720-8520-DB39FC404740,48254982,2016-09-06 12:34:16.686656,221D1C74D7E9CF76A664FAD27F8FEEAC6BDD9BD7477EA03A081A98C523DEB911,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
58,5306564,BDD336C5-18B0-4666-A694-36B8387C019B,48254982,2016-09-06 12:32:20.090682,CB471E3772A28C4E6B439AB8292A2B8E5BF1D2A6CD8FF53ADB19288D8BFA1BCC,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
59,5309393,071C9E72-28B8-402C-A89B-9B81ECC191A5,48254983,2016-09-06 17:46:16.264563,475561A15C0102C9DC6AE2B73744F3B9AF190172E50A488F2AA70464B4B7CE75,70d00a1b-2ce7-44f7-b2cb-b1cc178825ab,,1
